id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
903,Female,Loyal Customer,76,Business travel,Eco,3806,3,2,1,5,4,4,2,3,3,1,4,2,0,2,60,54.0,neutral or dissatisfied
904,Male,Loyal Customer,36,Personal Travel,Eco,1967,4,3,2,3,4,2,3,3,4,1,4,3,2,5,8,9.0,neutral or dissatisfied
905,Male,Loyal Customer,23,Business travel,Business,1403,3,2,3,4,3,2,3,3,5,3,2,4,3,4,3,0.0,satisfied
906,Female,Loyal Customer,26,Business travel,Eco,3889,3,3,2,2,4,4,2,2,2,4,5,2,3,3,1,,satisfied
907,Female,disloyal Customer,54,Business travel,Business,3827,5,3,4,1,4,2,3,3,3,5,2,2,3,3,0,6.0,satisfied
908,Male,Loyal Customer,79,Business travel,Eco,2211,3,2,3,4,4,3,1,1,4,4,3,5,1,3,47,54.0,neutral or dissatisfied
909,Male,Loyal Customer,8,Business travel,Business,2504,2,0,3,4,1,4,2,3,3,4,4,4,3,5,35,51.0,satisfied
910,Female,Loyal Customer,43,Personal Travel,Business,3464,3,3,1,5,4,3,3,5,4,5,3,0,4,3,80,,neutral or dissatisfied
911,Male,Loyal Customer,7,Personal Travel,Business,2331,3,3,4,2,4,5,5,4,4,5,1,2,4,5,2,0.0,satisfied
912,Male,Loyal Customer,10,Personal Travel,Business,1088,3,3,3,1,2,2,2,3,4,5,2,3,3,3,24,26.0,neutral or dissatisfied
913,Male,Loyal Customer,60,Personal Travel,Eco,1397,2,3,1,2,1,3,3,2,3,3,3,4,2,1,27,28.0,neutral or dissatisfied
914,Female,disloyal Customer,31,Business travel,Business,3296,3,3,1,4,3,3,3,5,3,4,3,1,5,4,1,2.0,satisfied
915,Female,Loyal Customer,9,Personal Travel,Business,4714,1,2,4,1,3,3,5,3,4,2,2,2,5,3,8,5.0,satisfied
916,Female,Loyal Customer,15,Business travel,Eco,96,1,5,2,3,2,4,3,3,3,1,4,3,3,2,61,55.0,neutral or dissatisfied
917,Female,Loyal Customer,40,Business travel,Eco,4750,2,3,2,2,2,3,2,2,1,4,3,3,3,2,9,8.0,satisfied
918,Female,disloyal Customer,49,Business travel,Eco,1882,2,3,4,3,2,5,1,3,4,2,4,2,1,1,82,78.0,neutral or dissatisfied
919,Female,Loyal Customer,28,Personal Travel,Eco Plus,2703,2,2,1,2,2,3,1,2,3,3,3,3,3,2,11,19.0,neutral or dissatisfied
920,Female,Loyal Customer,76,Personal Travel,Eco,209,2,3,3,4,4,3,2,2,3,5,3,2,3,3,0,0.0,neutral or dissatisfied
921,Male,Loyal Customer,8,Personal Travel,Business,1553,3,3,4,1,2,2,5,3,5,3,4,2,2,4,0,8.0,satisfied
922,Male,Loyal Customer,72,Personal Travel,Business,1029,4,3,4,4,1,3,3,1,3,4,3,4,2,5,1,0.0,satisfied
923,Male,Loyal Customer,38,Personal Travel,Eco Plus,4076,4,4,2,4,4,4,1,4,2,3,4,4,2,5,88,88.0,neutral or dissatisfied
924,Male,Loyal Customer,22,Personal Travel,Business,1148,4,2,5,2,4,4,2,3,3,4,2,4,5,2,50,45.0,neutral or dissatisfied
925,Male,Loyal Customer,7,Business travel,Business,4391,2,3,5,5,3,2,5,4,5,4,5,2,4,2,7,6.0,satisfied
926,Male,disloyal Customer,78,Business travel,Business,1703,3,4,4,1,2,3,3,3,2,4,4,4,5,2,5,12.0,neutral or dissatisfied
927,Male,Loyal Customer,54,Business travel,Business,2975,5,2,2,4,1,0,4,2,1,4,3,4,3,3,5,16.0,satisfied
928,Female,disloyal Customer,56,Business travel,Eco,2816,1,2,3,2,3,2,3,3,2,2,3,5,3,2,6,16.0,neutral or dissatisfied
929,Female,Loyal Customer,19,Business travel,Eco,2392,2,1,4,2,3,5,2,3,3,5,3,2,3,3,6,0.0,neutral or dissatisfied
930,Male,Loyal Customer,21,Business travel,Eco Plus,2026,3,5,4,3,2,3,3,3,4,3,3,3,2,3,17,23.0,neutral or dissatisfied
931,Male,Loyal Customer,59,Business travel,Eco,696,1,4,2,4,4,4,2,3,3,3,4,3,3,3,9,3.0,neutral or dissatisfied
932,Female,Loyal Customer,50,Personal Travel,Business,1949,4,2,3,2,2,2,1,4,3,2,5,1,3,3,1,7.0,satisfied
933,Male,Loyal Customer,14,Personal Travel,Business,380,5,2,2,4,3,3,5,3,2,3,3,5,4,4,1,0.0,satisfied
934,Male,Loyal Customer,52,Business travel,Eco Plus,1064,4,2,4,3,1,3,4,1,3,3,4,2,1,3,1,3.0,neutral or dissatisfied
935,Female,Loyal Customer,75,Business travel,Business,3771,3,3,3,2,2,3,3,2,1,3,2,2,4,4,5,0.0,satisfied
936,Male,Loyal Customer,25,Business travel,Business,4581,4,3,5,1,1,3,4,3,5,5,2,3,4,1,3,11.0,satisfied
937,Female,Loyal Customer,44,Business travel,Eco,3506,1,2,1,3,3,2,4,3,2,3,3,2,2,2,5,0.0,neutral or dissatisfied
938,Male,Loyal Customer,17,Personal Travel,Eco,240,3,2,2,2,3,2,0,4,2,4,3,4,3,3,1,4.0,neutral or dissatisfied
939,Female,disloyal Customer,49,Business travel,Business,105,3,4,3,2,5,3,4,5,2,1,3,3,3,3,28,33.0,neutral or dissatisfied
940,Female,Loyal Customer,26,Business travel,Eco,162,3,3,5,2,3,4,4,3,3,3,2,1,5,1,21,17.0,satisfied
941,Female,Loyal Customer,26,Personal Travel,Eco Plus,252,3,2,3,3,3,2,5,4,3,4,3,1,3,2,9,6.0,neutral or dissatisfied
942,Male,Loyal Customer,27,Personal Travel,Business,1078,4,3,2,2,2,3,4,3,5,2,5,4,3,2,10,12.0,neutral or dissatisfied
943,Female,Loyal Customer,63,Business travel,Eco,3221,1,2,3,3,4,4,5,2,3,2,2,2,2,2,8,15.0,satisfied
944,Male,Loyal Customer,56,Personal Travel,Business,2962,2,4,3,5,5,3,3,3,3,3,3,3,4,3,3,16.0,satisfied
945,Male,Loyal Customer,32,Business travel,Eco,4181,3,5,4,2,4,3,3,2,4,3,3,3,4,2,12,19.0,satisfied
946,Male,Loyal Customer,36,Business travel,Eco,2923,1,1,4,2,3,3,2,2,3,2,4,2,4,4,1,9.0,satisfied
947,Male,Loyal Customer,79,Business travel,Eco Plus,4700,3,2,5,2,3,5,2,2,3,3,3,2,3,2,70,74.0,satisfied
948,Female,Loyal Customer,37,Business travel,Business,2190,4,3,1,0,2,5,4,3,3,4,3,4,4,2,6,5.0,satisfied
949,Female,Loyal Customer,48,Business travel,Business,3164,5,3,1,2,4,5,4,3,2,3,2,3,4,4,0,3.0,satisfied
950,Male,disloyal Customer,74,Business travel,Business,2125,3,4,3,5,3,4,4,4,4,2,3,4,4,3,6,6.0,satisfied
951,Male,disloyal Customer,67,Personal Travel,Eco,840,5,3,4,3,2,2,1,2,3,3,3,4,3,2,10,14.0,neutral or dissatisfied
952,Female,Loyal Customer,67,Personal Travel,Business,284,3,3,4,3,3,3,4,4,2,3,5,4,1,4,0,0.0,satisfied
953,Male,Loyal Customer,76,Business travel,Business,3182,2,3,4,4,2,3,5,3,3,4,3,5,4,2,4,16.0,satisfied
954,Female,Loyal Customer,74,Business travel,Business,2115,3,2,4,3,2,4,4,3,4,5,4,3,3,4,2,17.0,satisfied
955,Male,disloyal Customer,23,Personal Travel,Business,1632,3,4,5,4,3,3,2,4,5,2,1,3,3,3,0,0.0,satisfied
956,Male,Loyal Customer,25,Business travel,Business,904,4,3,2,3,1,2,3,5,3,4,3,4,2,1,1,8.0,satisfied
957,Female,Loyal Customer,57,Personal Travel,Eco,3036,3,3,5,5,3,3,4,3,4,0,1,3,4,2,2,10.0,satisfied
958,Male,disloyal Customer,76,Business travel,Business,3828,3,1,5,3,4,2,4,2,3,4,3,2,5,5,10,11.0,satisfied
959,Female,Loyal Customer,69,Business travel,Business,2525,4,2,3,4,2,4,5,4,4,4,4,2,5,5,34,19.0,satisfied
960,Male,Loyal Customer,36,Business travel,Eco,3976,2,3,2,3,4,2,5,3,3,3,5,1,2,4,12,10.0,satisfied
961,Male,Loyal Customer,31,Business travel,Eco,918,4,3,4,4,2,4,3,3,4,3,4,3,1,5,107,102.0,neutral or dissatisfied
962,Male,Loyal Customer,77,Business travel,Business,4775,3,4,5,5,2,4,2,3,5,2,3,4,2,3,41,52.0,satisfied
963,Female,Loyal Customer,32,Business travel,Business,3763,3,4,2,4,4,4,3,2,4,2,4,3,3,4,68,68.0,satisfied
964,Male,disloyal Customer,62,Business travel,Eco,2041,3,3,5,3,3,2,5,2,2,2,5,4,3,3,63,65.0,neutral or dissatisfied
965,Male,disloyal Customer,28,Business travel,Business,1017,2,4,2,4,5,3,4,3,4,4,2,3,4,2,29,35.0,neutral or dissatisfied
966,Male,Loyal Customer,25,Business travel,Eco,3011,3,4,3,2,5,2,3,2,5,1,4,3,3,2,9,8.0,satisfied
967,Male,Loyal Customer,37,Business travel,Business,504,3,2,2,5,2,1,5,4,4,2,2,4,2,4,1,0.0,satisfied
968,Female,Loyal Customer,32,Business travel,Business,3390,2,3,4,2,5,5,3,2,4,5,3,3,3,2,5,11.0,satisfied
969,Female,disloyal Customer,48,Business travel,Business,3131,2,2,3,3,1,3,3,3,3,4,3,3,3,3,4,6.0,satisfied
970,Male,Loyal Customer,47,Business travel,Eco,2985,2,5,3,4,1,2,2,3,3,1,4,3,3,4,5,4.0,satisfied
971,Female,Loyal Customer,29,Business travel,Eco,2217,2,2,2,1,1,4,5,3,4,4,3,1,4,5,1,0.0,satisfied
972,Male,Loyal Customer,53,Personal Travel,Business,4126,2,1,3,3,5,4,4,4,3,2,2,3,3,4,7,,satisfied
973,Male,Loyal Customer,19,Business travel,Eco,3290,1,5,3,3,3,5,3,2,1,2,1,2,3,2,8,18.0,neutral or dissatisfied
974,Male,Loyal Customer,72,Personal Travel,Business,2774,1,3,3,2,4,2,4,5,5,3,3,3,3,3,25,33.0,satisfied
975,Female,Loyal Customer,72,Business travel,Business,3675,4,4,3,3,1,3,3,2,4,2,5,5,3,2,0,15.0,satisfied
976,Female,Loyal Customer,22,Business travel,Eco,1347,4,4,1,2,3,5,2,4,1,3,2,4,2,3,19,29.0,neutral or dissatisfied
977,Female,disloyal Customer,79,Business travel,Business,3656,3,4,1,2,5,2,5,4,1,3,4,2,4,4,71,,neutral or dissatisfied
978,Female,Loyal Customer,34,Personal Travel,Eco Plus,501,3,4,3,3,4,2,1,1,3,0,2,2,4,2,40,43.0,neutral or dissatisfied
979,Female,Loyal Customer,41,Business travel,Eco,3346,1,4,3,2,2,3,3,2,4,3,3,2,3,3,21,16.0,satisfied
980,Female,disloyal Customer,47,Business travel,Eco Plus,1737,1,0,3,4,4,5,4,4,2,5,3,3,3,0,7,12.0,neutral or dissatisfied
981,Female,Loyal Customer,37,Business travel,Eco,2180,3,2,4,2,3,2,1,3,2,4,4,1,3,2,18,18.0,satisfied
982,Female,Loyal Customer,38,Business travel,Business,4019,4,0,3,4,3,5,4,3,3,2,2,3,2,3,30,41.0,satisfied
983,Female,Loyal Customer,60,Business travel,Business,764,2,2,3,2,3,3,3,1,3,4,3,4,5,2,8,8.0,neutral or dissatisfied
984,Male,Loyal Customer,78,Business travel,Business,2306,4,2,3,2,4,5,2,3,3,3,4,3,3,1,3,3.0,satisfied
985,Female,Loyal Customer,65,Business travel,Business,4468,2,3,1,3,3,3,4,3,2,4,2,2,3,2,6,0.0,satisfied
986,Female,disloyal Customer,47,Business travel,Eco,2502,4,2,3,2,3,2,4,1,3,1,4,2,4,1,6,16.0,neutral or dissatisfied
987,Female,Loyal Customer,72,Business travel,Business,1157,2,3,4,3,1,4,5,4,3,3,2,2,3,5,11,5.0,satisfied
988,Female,Loyal Customer,60,Personal Travel,Eco Plus,4065,0,2,4,2,3,2,3,3,1,2,3,4,3,3,6,11.0,satisfied
989,Female,Loyal Customer,46,Personal Travel,Business,3920,4,3,3,2,2,2,4,2,4,1,3,3,2,4,11,21.0,satisfied
990,Female,disloyal Customer,34,Business travel,Eco,3396,2,4,2,2,4,4,4,2,2,2,2,3,2,2,0,0.0,satisfied
991,Female,Loyal Customer,43,Business travel,Eco Plus,2923,1,3,3,4,2,3,3,3,2,3,4,4,3,2,125,127.0,neutral or dissatisfied
992,Female,Loyal Customer,71,Personal Travel,Eco,3519,3,4,2,4,2,1,4,3,3,1,3,4,4,1,13,2.0,neutral or dissatisfied
993,Female,Loyal Customer,61,Business travel,Business,4191,2,3,1,2,2,3,3,4,3,3,4,3,2,4,1,0.0,satisfied
994,Female,Loyal Customer,10,Business travel,Eco,4351,1,4,3,2,4,4,3,3,3,4,2,3,2,2,122,113.0,neutral or dissatisfied
995,Female,Loyal Customer,16,Personal Travel,Business,1983,5,5,4,5,4,2,2,3,2,5,4,2,2,3,15,21.0,neutral or dissatisfied
996,Male,disloyal Customer,53,Business travel,Business,4304,3,0,3,3,2,0,3,2,4,5,4,3,4,3,12,5.0,satisfied
997,Male,Loyal Customer,20,Business travel,Business,3374,2,4,3,3,2,3,2,4,5,4,3,3,3,4,5,12.0,satisfied
998,Female,Loyal Customer,44,Personal Travel,Eco,505,2,2,2,3,4,3,1,2,3,2,2,1,2,2,58,49.0,neutral or dissatisfied
999,Female,Loyal Customer,18,Business travel,Business,2481,5,3,4,3,5,4,4,3,3,4,5,3,4,3,4,4.0,satisfied
1000,Male,disloyal Customer,51,Personal Travel,Eco,829,3,3,3,3,3,4,1,3,4,4,2,5,2,5,63,59.0,neutral or dissatisfied
1001,Female,Loyal Customer,23,Personal Travel,Eco Plus,4654,2,4,2,2,4,3,4,4,3,2,4,4,3,2,5,3.0,satisfied
1002,Male,Loyal Customer,41,Personal Travel,Business,123,4,3,5,1,3,5,3,4,2,5,3,3,2,3,16,26.0,satisfied
1003,Male,Loyal Customer,72,Business travel,Eco,1639,2,3,4,3,2,3,3,3,3,2,3,2,4,3,1,0.0,neutral or dissatisfied
1004,Male,Loyal Customer,47,Business travel,Eco,4274,2,3,5,1,3,3,2,3,2,3,2,5,4,2,4,16.0,satisfied
1005,Male,Loyal Customer,73,Business travel,Business,3548,2,3,5,2,4,3,3,3,4,5,2,4,3,2,131,134.0,neutral or dissatisfied
1006,Male,disloyal Customer,35,Business travel,Eco,4031,4,1,2,2,2,3,4,5,1,2,5,4,5,2,24,15.0,satisfied
1007,Female,disloyal Customer,24,Business travel,Business,4346,3,3,3,2,3,4,3,4,3,3,3,3,3,3,6,,satisfied
1008,Male,Loyal Customer,26,Business travel,Eco,227,4,2,4,3,5,4,2,4,4,4,4,0,2,2,5,1.0,satisfied
1009,Female,Loyal Customer,20,Business travel,Business,2250,4,2,2,3,5,3,4,5,3,4,1,5,5,2,5,4.0,satisfied
1010,Female,Loyal Customer,40,Business travel,Business,191,5,2,5,4,3,3,2,3,3,1,3,5,2,3,0,11.0,neutral or dissatisfied
1011,Male,Loyal Customer,55,Business travel,Eco,4243,4,1,3,1,4,3,1,2,2,1,4,3,3,3,93,83.0,neutral or dissatisfied
1012,Male,Loyal Customer,60,Personal Travel,Business,907,3,3,4,4,2,3,3,4,3,3,2,2,5,2,0,0.0,neutral or dissatisfied
1013,Female,Loyal Customer,37,Personal Travel,Business,1832,3,3,4,4,4,2,5,2,2,3,1,4,3,3,9,15.0,satisfied
1014,Male,Loyal Customer,64,Personal Travel,Business,3019,5,4,3,3,3,5,3,3,2,2,4,3,3,3,18,13.0,satisfied
1015,Male,Loyal Customer,48,Business travel,Business,3808,5,2,3,5,4,5,3,3,2,5,1,5,4,3,23,8.0,satisfied
1016,Female,Loyal Customer,64,Personal Travel,Eco,3696,5,5,3,4,1,1,3,3,5,4,4,3,4,4,2,0.0,neutral or dissatisfied
1017,Female,Loyal Customer,36,Personal Travel,Eco,3803,2,4,0,3,1,3,3,0,1,0,3,3,2,4,0,3.0,neutral or dissatisfied
1018,Male,Loyal Customer,31,Business travel,Eco,2357,1,2,4,5,2,4,2,5,2,4,3,2,4,3,17,0.0,neutral or dissatisfied
1019,Female,Loyal Customer,69,Business travel,Eco,239,2,2,5,3,1,5,4,4,1,2,3,3,3,4,0,0.0,satisfied
1020,Male,Loyal Customer,25,Business travel,Business,3445,3,5,2,2,2,3,4,4,5,3,3,2,4,4,66,69.0,satisfied
1021,Male,Loyal Customer,78,Business travel,Business,2313,2,4,2,4,5,4,3,4,3,2,4,4,2,4,5,0.0,satisfied
1022,Male,Loyal Customer,14,Business travel,Eco,1093,3,2,5,5,4,3,3,4,1,4,4,2,5,2,1,8.0,neutral or dissatisfied
1023,Female,Loyal Customer,9,Business travel,Eco,631,2,4,3,1,3,3,2,3,2,3,4,3,3,3,69,73.0,neutral or dissatisfied
1024,Female,Loyal Customer,73,Personal Travel,Business,1255,1,2,4,2,4,4,2,4,2,5,5,4,4,5,61,59.0,neutral or dissatisfied
1025,Female,Loyal Customer,23,Business travel,Business,1243,4,2,4,2,4,4,5,4,4,4,2,1,2,3,13,19.0,satisfied
1026,Female,Loyal Customer,20,Business travel,Eco,1388,3,0,2,2,3,3,3,4,3,2,3,2,1,3,19,19.0,neutral or dissatisfied
1027,Female,disloyal Customer,15,Personal Travel,Eco,1572,4,4,4,3,3,4,2,2,1,2,2,3,2,4,3,3.0,neutral or dissatisfied
1028,Male,Loyal Customer,68,Business travel,Eco,1321,3,2,2,2,4,4,2,5,5,1,4,3,4,3,136,138.0,neutral or dissatisfied
1029,Male,Loyal Customer,27,Personal Travel,Business,4611,4,3,2,3,3,4,2,3,4,3,3,3,4,3,12,10.0,satisfied
1030,Male,Loyal Customer,43,Business travel,Eco,1857,2,1,4,4,4,4,2,2,2,3,3,1,2,3,3,5.0,neutral or dissatisfied
1031,Male,Loyal Customer,17,Personal Travel,Business,139,4,3,3,3,3,3,2,4,4,1,3,2,5,3,2,0.0,neutral or dissatisfied
1032,Female,Loyal Customer,26,Business travel,Business,1713,4,3,4,3,2,3,3,2,2,4,2,4,2,4,84,101.0,neutral or dissatisfied
1033,Male,Loyal Customer,41,Business travel,Eco,2531,4,1,3,5,3,5,5,2,1,3,0,4,3,2,2,10.0,satisfied
1034,Female,Loyal Customer,59,Business travel,Business,415,3,2,4,5,3,0,3,3,2,3,3,4,4,3,0,3.0,neutral or dissatisfied
1035,Male,Loyal Customer,53,Personal Travel,Business,910,4,3,5,4,3,3,5,3,4,2,2,3,2,4,4,13.0,satisfied
1036,Female,Loyal Customer,58,Personal Travel,Eco Plus,1672,4,3,3,2,4,3,4,4,5,2,3,4,0,2,28,37.0,satisfied
1037,Female,Loyal Customer,14,Business travel,Eco,4460,4,5,5,3,2,2,5,4,2,3,5,1,4,4,10,10.0,satisfied
1038,Male,disloyal Customer,10,Personal Travel,Eco,1039,2,4,4,3,2,4,1,2,3,3,5,1,3,1,15,9.0,neutral or dissatisfied
1039,Male,Loyal Customer,33,Business travel,Business,4246,2,2,4,4,3,3,3,4,5,1,3,3,3,1,2,0.0,satisfied
1040,Male,Loyal Customer,50,Business travel,Business,1201,2,2,3,2,2,4,3,5,4,5,3,3,2,3,8,14.0,satisfied
1041,Male,Loyal Customer,46,Personal Travel,Eco Plus,2303,3,1,4,4,2,5,3,2,3,2,4,3,3,3,18,29.0,neutral or dissatisfied
1042,Female,disloyal Customer,53,Business travel,Eco,3896,3,2,3,3,4,4,4,2,4,4,4,3,2,1,5,1.0,satisfied
1043,Male,Loyal Customer,50,Business travel,Eco,1178,4,4,1,3,2,3,1,3,4,2,2,2,2,3,15,17.0,neutral or dissatisfied
1044,Male,Loyal Customer,54,Personal Travel,Business,222,4,1,2,3,3,2,4,5,2,4,3,3,4,3,10,19.0,satisfied
1045,Female,Loyal Customer,58,Personal Travel,Business,3058,1,3,2,4,3,3,3,2,1,3,4,2,2,4,64,70.0,satisfied
1046,Male,Loyal Customer,74,Personal Travel,Eco Plus,1126,3,3,2,5,3,3,5,2,2,3,3,4,3,3,6,10.0,neutral or dissatisfied
1047,Male,Loyal Customer,17,Personal Travel,Eco,1148,3,2,2,3,1,1,3,3,3,3,4,2,3,3,135,153.0,neutral or dissatisfied
1048,Male,Loyal Customer,79,Business travel,Business,4267,4,2,4,2,4,5,5,4,2,3,2,4,2,4,16,14.0,satisfied
1049,Male,Loyal Customer,10,Personal Travel,Business,3420,3,1,3,3,3,4,3,3,3,5,4,3,3,4,26,26.0,satisfied
1050,Male,Loyal Customer,79,Business travel,Eco,4853,4,2,4,3,4,3,3,3,5,1,2,3,4,3,9,3.0,satisfied
1051,Female,Loyal Customer,54,Personal Travel,Business,3515,4,3,2,3,4,1,3,3,4,3,4,3,5,2,7,0.0,satisfied
1052,Male,Loyal Customer,32,Business travel,Business,3859,4,4,2,3,3,3,4,4,2,3,4,3,3,4,18,,satisfied
1053,Male,Loyal Customer,45,Business travel,Business,4557,3,5,2,3,3,3,4,2,2,4,2,3,4,4,5,0.0,satisfied
1054,Male,Loyal Customer,64,Business travel,Eco,1045,3,3,4,4,5,2,4,3,4,0,5,4,2,1,10,0.0,neutral or dissatisfied
1055,Male,Loyal Customer,25,Business travel,Business,1259,4,4,4,3,2,4,4,3,3,5,5,2,3,2,17,14.0,satisfied
1056,Male,disloyal Customer,64,Business travel,Eco Plus,2514,3,5,3,4,3,3,4,3,3,2,3,3,2,2,31,29.0,neutral or dissatisfied
1057,Female,Loyal Customer,34,Personal Travel,Business,580,4,3,4,1,4,2,4,3,4,4,4,5,4,4,26,35.0,satisfied
1058,Male,Loyal Customer,72,Personal Travel,Eco,4634,4,4,2,2,1,4,3,3,3,0,4,3,2,3,12,0.0,satisfied
1059,Female,Loyal Customer,16,Business travel,Business,129,4,3,3,3,3,5,2,4,5,3,3,3,3,2,0,0.0,satisfied
1060,Female,disloyal Customer,64,Personal Travel,Eco,1049,2,4,3,3,1,5,2,5,2,2,1,1,2,3,16,11.0,neutral or dissatisfied
1061,Male,Loyal Customer,79,Business travel,Eco Plus,1067,2,3,4,4,3,4,2,3,2,3,3,3,2,2,4,1.0,neutral or dissatisfied
1062,Male,Loyal Customer,20,Business travel,Eco,4707,3,3,5,3,1,3,5,2,3,3,2,3,2,2,21,11.0,satisfied
1063,Male,Loyal Customer,21,Business travel,Eco,1195,3,5,2,4,3,1,2,3,3,5,3,3,3,2,0,0.0,neutral or dissatisfied
1064,Male,Loyal Customer,39,Personal Travel,Eco,4012,3,2,2,4,1,3,2,3,3,2,5,3,2,2,1,3.0,neutral or dissatisfied
1065,Female,Loyal Customer,23,Personal Travel,Eco,1559,2,2,2,2,3,3,3,3,2,3,2,3,5,1,14,3.0,neutral or dissatisfied
1066,Male,Loyal Customer,30,Business travel,Eco Plus,4514,1,4,4,3,1,0,2,3,3,2,2,2,4,4,3,7.0,neutral or dissatisfied
1067,Male,Loyal Customer,36,Business travel,Eco Plus,3204,3,4,5,3,4,3,5,2,5,3,4,3,4,5,4,9.0,satisfied
1068,Male,disloyal Customer,68,Business travel,Business,3647,2,3,3,4,3,3,1,2,4,2,3,4,2,3,6,0.0,satisfied
1069,Male,Loyal Customer,19,Business travel,Eco Plus,1738,4,3,2,3,3,1,4,4,3,3,5,2,2,3,2,12.0,satisfied
1070,Male,Loyal Customer,68,Business travel,Business,1956,3,4,2,3,3,3,5,5,4,2,1,3,3,4,23,30.0,satisfied
1071,Male,Loyal Customer,53,Business travel,Business,2131,2,3,3,3,4,2,4,3,4,1,3,3,3,4,1,0.0,satisfied
1072,Female,Loyal Customer,22,Business travel,Business,4456,1,3,4,3,2,4,3,3,3,3,2,5,5,2,2,0.0,satisfied
1073,Female,Loyal Customer,72,Personal Travel,Business,2895,5,2,4,4,3,4,4,2,2,3,4,5,1,3,5,0.0,satisfied
1074,Male,Loyal Customer,49,Business travel,Eco,1050,4,4,3,4,2,1,2,2,0,2,4,3,3,2,5,0.0,neutral or dissatisfied
1075,Male,Loyal Customer,14,Business travel,Eco,287,1,3,2,3,4,2,5,3,4,3,2,3,2,4,0,0.0,neutral or dissatisfied
1076,Male,disloyal Customer,9,Business travel,Eco,339,1,2,1,1,2,2,3,2,2,5,3,4,3,3,4,3.0,neutral or dissatisfied
1077,Female,disloyal Customer,18,Personal Travel,Eco,4438,2,3,4,3,2,3,2,4,4,2,5,4,3,4,17,20.0,neutral or dissatisfied
1078,Male,Loyal Customer,22,Personal Travel,Eco,862,4,3,2,3,1,0,4,2,1,4,3,3,2,3,26,32.0,neutral or dissatisfied
1079,Female,Loyal Customer,65,Personal Travel,Eco,584,2,3,2,3,3,3,2,4,3,2,5,4,3,4,1,0.0,neutral or dissatisfied
1080,Male,disloyal Customer,55,Business travel,Business,1653,3,4,2,3,3,5,3,4,2,4,1,3,3,4,12,12.0,neutral or dissatisfied
1081,Male,Loyal Customer,69,Personal Travel,Eco,4378,4,3,1,3,3,5,4,2,3,3,3,1,2,3,31,35.0,neutral or dissatisfied
1082,Male,disloyal Customer,68,Business travel,Eco,1839,2,3,5,1,3,4,2,3,2,4,5,4,5,1,124,129.0,neutral or dissatisfied
1083,Male,Loyal Customer,55,Business travel,Eco,3874,2,2,2,3,3,1,3,4,1,3,1,3,3,3,25,21.0,satisfied
1084,Female,Loyal Customer,57,Business travel,Eco,3670,3,3,1,2,1,2,3,5,4,3,4,3,5,4,2,5.0,satisfied
1085,Female,Loyal Customer,39,Business travel,Eco,4220,3,2,3,4,0,3,2,3,3,4,2,3,4,3,23,27.0,satisfied
1086,Male,Loyal Customer,36,Personal Travel,Business,1481,2,2,3,3,3,4,3,4,4,4,3,4,3,3,6,17.0,neutral or dissatisfied
1087,Male,Loyal Customer,65,Personal Travel,Business,868,4,4,1,2,4,5,5,5,5,4,3,2,3,3,80,80.0,neutral or dissatisfied
1088,Female,Loyal Customer,21,Business travel,Eco,3409,3,3,4,2,2,3,4,2,4,4,3,1,3,3,2,1.0,satisfied
1089,Female,Loyal Customer,29,Business travel,Eco,2924,4,5,4,2,5,2,3,2,3,3,4,3,1,3,0,0.0,satisfied
1090,Female,Loyal Customer,51,Business travel,Eco,4065,3,4,4,2,3,4,3,3,5,4,2,4,1,4,10,3.0,satisfied
1091,Female,Loyal Customer,68,Business travel,Business,4092,1,3,4,3,2,3,2,4,4,2,5,2,2,3,3,0.0,satisfied
1092,Male,disloyal Customer,77,Business travel,Business,2172,3,3,2,2,4,5,4,4,2,3,3,3,2,4,19,9.0,satisfied
1093,Female,Loyal Customer,21,Personal Travel,Eco,3047,2,3,3,3,4,4,3,2,3,3,4,3,3,3,20,17.0,satisfied
1094,Male,disloyal Customer,52,Personal Travel,Business,1149,1,4,3,4,3,3,4,4,3,2,4,5,3,3,15,5.0,neutral or dissatisfied
1095,Female,Loyal Customer,70,Business travel,Eco,1755,3,3,2,4,4,3,0,2,5,4,3,3,5,4,8,0.0,satisfied
1096,Female,Loyal Customer,52,Personal Travel,Business,2692,3,4,5,3,3,5,3,3,4,4,3,2,4,2,30,23.0,neutral or dissatisfied
1097,Female,disloyal Customer,62,Business travel,Business,4476,5,2,2,3,3,4,3,4,4,1,3,4,3,2,10,13.0,satisfied
1098,Female,Loyal Customer,50,Business travel,Eco,367,2,2,2,2,4,3,3,1,3,4,3,3,3,2,2,6.0,satisfied
1099,Female,Loyal Customer,35,Business travel,Business,865,4,4,3,2,1,4,4,4,5,4,2,4,4,3,10,10.0,satisfied
1100,Male,Loyal Customer,68,Business travel,Eco,2396,1,4,3,2,2,3,3,3,4,3,4,1,3,3,10,10.0,satisfied
1101,Male,Loyal Customer,58,Personal Travel,Eco,2918,4,3,5,1,3,3,3,2,2,3,4,2,3,3,12,16.0,neutral or dissatisfied
